session_date,direction,breakout_time,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,exit_reason,risk_points,r_multiple_net,gross_points,cost_points,net_points,gross_dollars,cost_dollars,net_dollars
2019-10-04,long,10:00,10:01,7723.0,7681.75,7805.5,11:29,7722.0,time_stop,41.25,-0.057,-1.0,1.35,-2.35,-2.0,2.7,-4.7
2019-10-07,long,10:10,10:11,7757.0,7724.0,7823.0,11:29,7772.25,time_stop,33.0,0.4212,15.25,1.35,13.9,30.5,2.7,27.8
2019-10-08,short,10:02,10:03,7637.0,7694.0,7523.0,11:29,7648.0,time_stop,57.0,-0.2167,-11.0,1.35,-12.35,-22.0,2.7,-24.7
2019-10-10,long,10:54,10:55,7764.5,7690.75,7912.0,11:29,7779.0,time_stop,73.75,0.1783,14.5,1.35,13.15,29.0,2.7,26.3
2019-10-11,long,10:26,10:27,7890.5,7842.5,7986.5,11:29,7899.25,time_stop,48.0,0.1542,8.75,1.35,7.4,17.5,2.7,14.8
2019-10-14,long,10:08,10:09,7870.0,7835.75,7938.5,11:29,7861.75,time_stop,34.25,-0.2803,-8.25,1.35,-9.6,-16.5,2.7,-19.2
2019-10-15,long,10:06,10:07,7903.75,7871.5,7968.25,11:29,7945.75,time_stop,32.25,1.2605,42.0,1.35,40.65,84.0,2.7,81.3
2019-10-17,short,10:28,10:29,7959.5,7992.5,7893.5,11:29,7948.0,time_stop,33.0,0.3076,11.5,1.35,10.15,23.0,2.7,20.3
2019-10-21,short,10:04,10:05,7902.5,7936.5,7834.5,11:13,7936.5,hard_stop,34.0,-1.0397,-34.0,1.35,-35.35,-68.0,2.7,-70.7
2019-10-22,short,10:15,10:16,7960.25,7989.0,7902.75,11:29,7935.0,time_stop,28.75,0.8313,25.25,1.35,23.9,50.5,2.7,47.8
2019-10-23,long,10:54,10:55,7888.25,7852.75,7959.25,11:29,7895.75,time_stop,35.5,0.1732,7.5,1.35,6.15,15.0,2.7,12.3
2019-10-24,short,10:02,10:03,7923.0,7961.5,7846.0,11:29,7961.5,hard_stop,38.5,-1.0351,-38.5,1.35,-39.85,-77.0,2.7,-79.7
2019-10-25,long,10:09,10:10,7972.0,7929.0,8058.0,11:29,8031.5,time_stop,43.0,1.3523,59.5,1.35,58.15,119.0,2.7,116.3
2019-10-28,long,10:16,10:17,8099.25,8073.75,8150.25,11:29,8104.5,time_stop,25.5,0.1529,5.25,1.35,3.9,10.5,2.7,7.8
2019-10-29,short,10:01,10:02,8084.25,8114.25,8024.25,11:29,8071.25,time_stop,30.0,0.3883,13.0,1.35,11.65,26.0,2.7,23.3
2019-10-30,short,10:03,10:04,8033.75,8068.75,7963.75,11:29,8052.0,time_stop,35.0,-0.56,-18.25,1.35,-19.6,-36.5,2.7,-39.2
2019-10-31,short,10:00,10:01,8082.0,8117.75,8010.5,11:29,8082.25,time_stop,35.75,-0.0448,-0.25,1.35,-1.6,-0.5,2.7,-3.2
2019-11-01,long,10:02,10:03,8153.25,8117.25,8225.25,11:29,8139.25,time_stop,36.0,-0.4264,-14.0,1.35,-15.35,-28.0,2.7,-30.7
2019-11-04,short,10:01,10:02,8212.75,8234.0,8170.25,11:29,8207.0,time_stop,21.25,0.2071,5.75,1.35,4.4,11.5,2.7,8.8
2019-11-05,long,10:01,10:02,8233.0,8208.0,8283.0,10:09,8208.0,hard_stop,25.0,-1.054,-25.0,1.35,-26.35,-50.0,2.7,-52.7
2019-11-06,short,10:29,10:30,8186.5,8211.5,8136.5,11:29,8187.5,time_stop,25.0,-0.094,-1.0,1.35,-2.35,-2.0,2.7,-4.7
2019-11-07,long,10:15,10:16,8264.0,8233.75,8324.5,11:29,8264.25,time_stop,30.25,-0.0364,0.25,1.35,-1.1,0.5,2.7,-2.2
2019-11-08,short,10:00,10:01,8201.0,8234.0,8135.0,10:44,8234.0,hard_stop,33.0,-1.0409,-33.0,1.35,-34.35,-66.0,2.7,-68.7
2019-11-11,long,10:11,10:12,8231.0,8206.25,8280.5,11:29,8232.75,time_stop,24.75,0.0162,1.75,1.35,0.4,3.5,2.7,0.8
2019-11-12,long,10:00,10:01,8274.25,8251.75,8319.25,11:29,8295.75,time_stop,22.5,0.8956,21.5,1.35,20.15,43.0,2.7,40.3
2019-11-13,long,10:20,10:21,8265.75,8236.5,8324.25,11:29,8260.5,time_stop,29.25,-0.2256,-5.25,1.35,-6.6,-10.5,2.7,-13.2
2019-11-14,long,10:03,10:04,8260.0,8237.5,8305.0,10:56,8237.5,hard_stop,22.5,-1.06,-22.5,1.35,-23.85,-45.0,2.7,-47.7
2019-11-15,long,11:05,11:06,8319.5,8288.75,8381.0,11:29,8319.0,time_stop,30.75,-0.0602,-0.5,1.35,-1.85,-1.0,2.7,-3.7
2019-11-18,long,11:10,11:11,8315.25,8279.0,8387.75,11:29,8312.0,time_stop,36.25,-0.1269,-3.25,1.35,-4.6,-6.5,2.7,-9.2
2019-11-19,short,10:02,10:03,8337.25,8364.75,8282.25,11:29,8338.25,time_stop,27.5,-0.0855,-1.0,1.35,-2.35,-2.0,2.7,-4.7
2019-11-20,long,10:01,10:02,8334.5,8316.5,8370.5,11:29,8332.5,time_stop,18.0,-0.1861,-2.0,1.35,-3.35,-4.0,2.7,-6.7
2019-11-21,short,10:16,10:17,8259.75,8286.25,8206.75,11:29,8265.5,time_stop,26.5,-0.2679,-5.75,1.35,-7.1,-11.5,2.7,-14.2
2019-11-22,short,10:09,10:10,8276.25,8299.0,8230.75,11:29,8256.75,time_stop,22.75,0.7978,19.5,1.35,18.15,39.0,2.7,36.3
2019-11-25,long,10:06,10:07,8355.5,8311.5,8443.5,11:29,8365.0,time_stop,44.0,0.1852,9.5,1.35,8.15,19.0,2.7,16.3
2019-11-26,long,10:48,10:49,8391.5,8368.5,8437.5,11:29,8391.25,time_stop,23.0,-0.0696,-0.25,1.35,-1.6,-0.5,2.7,-3.2
2019-11-27,long,10:12,10:13,8420.75,8402.25,8457.75,11:29,8431.25,time_stop,18.5,0.4946,10.5,1.35,9.15,21.0,2.7,18.3
2019-12-02,short,10:00,10:01,8324.0,8413.75,8144.5,11:29,8297.25,time_stop,89.75,0.283,26.75,1.35,25.4,53.5,2.7,50.8
2019-12-05,short,10:05,10:06,8299.75,8327.5,8244.25,11:29,8294.25,time_stop,27.75,0.1495,5.5,1.35,4.15,11.0,2.7,8.3
2019-12-06,long,10:50,10:51,8394.0,8367.75,8446.5,11:29,8394.5,time_stop,26.25,-0.0324,0.5,1.35,-0.85,1.0,2.7,-1.7
2019-12-10,long,10:08,10:09,8372.0,8338.25,8439.5,11:29,8384.75,time_stop,33.75,0.3378,12.75,1.35,11.4,25.5,2.7,22.8
2019-12-11,long,10:01,10:02,8394.25,8363.25,8456.25,11:29,8384.0,time_stop,31.0,-0.3742,-10.25,1.35,-11.6,-20.5,2.7,-23.2
2019-12-12,long,10:00,10:01,8473.25,8380.75,8658.25,11:29,8437.0,time_stop,92.5,-0.4065,-36.25,1.35,-37.6,-72.5,2.7,-75.2
2019-12-13,long,10:01,10:02,8490.0,8440.0,8590.0,11:29,8458.25,time_stop,50.0,-0.662,-31.75,1.35,-33.1,-63.5,2.7,-66.2
2019-12-16,long,10:18,10:19,8605.5,8571.25,8674.0,11:29,8611.25,time_stop,34.25,0.1285,5.75,1.35,4.4,11.5,2.7,8.8
2019-12-18,short,10:00,10:01,8610.5,8629.25,8573.0,11:16,8629.25,hard_stop,18.75,-1.072,-18.75,1.35,-20.1,-37.5,2.7,-40.2
2019-12-19,long,10:29,10:30,8638.5,8618.0,8679.5,11:29,8650.5,time_stop,20.5,0.5195,12.0,1.35,10.65,24.0,2.7,21.3
2019-12-26,long,10:05,10:06,8761.25,8738.75,8806.25,11:29,8772.75,time_stop,22.5,0.4511,11.5,1.35,10.15,23.0,2.7,20.3
2019-12-30,short,10:14,10:15,8700.5,8793.25,8515.0,11:29,8733.5,time_stop,92.75,-0.3704,-33.0,1.35,-34.35,-66.0,2.7,-68.7
2020-01-02,short,10:15,10:16,8811.75,8852.75,8729.75,11:29,8827.75,time_stop,41.0,-0.4232,-16.0,1.35,-17.35,-32.0,2.7,-34.7
2020-01-06,long,10:10,10:11,8804.5,8728.75,8956.0,11:29,8827.5,time_stop,75.75,0.2858,23.0,1.35,21.65,46.0,2.7,43.3
2020-01-07,long,11:01,11:02,8879.75,8834.25,8970.75,11:29,8883.5,time_stop,45.5,0.0527,3.75,1.35,2.4,7.5,2.7,4.8
2020-01-09,short,11:28,11:29,8994.5,9022.5,8938.5,11:29,8999.0,time_stop,28.0,-0.2089,-4.5,1.35,-5.85,-9.0,2.7,-11.7
2020-01-13,long,11:12,11:13,9039.25,9003.5,9110.75,11:29,9042.75,time_stop,35.75,0.0601,3.5,1.35,2.15,7.0,2.7,4.3
2020-01-15,long,10:09,10:10,9088.25,9051.0,9162.75,11:29,9076.0,time_stop,37.25,-0.3651,-12.25,1.35,-13.6,-24.5,2.7,-27.2
2020-01-16,short,11:14,11:15,9085.75,9118.25,9020.75,11:29,9088.75,time_stop,32.5,-0.1338,-3.0,1.35,-4.35,-6.0,2.7,-8.7
2020-01-17,short,11:13,11:14,9134.25,9180.25,9042.25,11:29,9139.0,time_stop,46.0,-0.1326,-4.75,1.35,-6.1,-9.5,2.7,-12.2
2020-01-21,long,10:01,10:02,9177.5,9151.5,9229.5,11:29,9189.25,time_stop,26.0,0.4,11.75,1.35,10.4,23.5,2.7,20.8
2020-01-22,long,10:36,10:37,9245.75,9211.5,9314.25,11:29,9228.75,time_stop,34.25,-0.5358,-17.0,1.35,-18.35,-34.0,2.7,-36.7
2020-01-23,long,10:07,10:08,9201.5,9151.5,9301.5,11:29,9176.75,time_stop,50.0,-0.522,-24.75,1.35,-26.1,-49.5,2.7,-52.2
2020-01-24,short,10:07,10:08,9255.5,9283.5,9199.5,11:29,9228.75,time_stop,28.0,0.9071,26.75,1.35,25.4,53.5,2.7,50.8
2020-01-27,long,10:28,10:29,8992.75,8925.25,9127.75,11:29,8960.25,time_stop,67.5,-0.5015,-32.5,1.35,-33.85,-65.0,2.7,-67.7
2020-01-28,long,10:24,10:25,9049.5,9000.75,9147.0,11:29,9085.0,time_stop,48.75,0.7005,35.5,1.35,34.15,71.0,2.7,68.3
2020-01-29,short,10:00,10:01,9098.0,9159.0,8976.0,11:29,9122.5,time_stop,61.0,-0.4238,-24.5,1.35,-25.85,-49.0,2.7,-51.7
2020-01-30,short,10:45,10:46,9037.75,9115.0,8883.25,11:29,9066.25,time_stop,77.25,-0.3864,-28.5,1.35,-29.85,-57.0,2.7,-59.7
2020-01-31,short,10:08,10:09,9099.0,9184.25,8928.5,11:29,9028.25,time_stop,85.25,0.8141,70.75,1.35,69.4,141.5,2.7,138.8
2020-02-03,long,10:00,10:01,9137.75,9035.5,9342.25,11:29,9131.75,time_stop,102.25,-0.0719,-6.0,1.35,-7.35,-12.0,2.7,-14.7
2020-02-04,long,10:29,10:30,9280.0,9226.75,9386.5,11:29,9304.5,time_stop,53.25,0.4347,24.5,1.35,23.15,49.0,2.7,46.3
2020-02-05,short,10:14,10:15,9370.5,9458.0,9195.5,11:29,9356.5,time_stop,87.5,0.1446,14.0,1.35,12.65,28.0,2.7,25.3
2020-02-06,long,10:05,10:06,9415.25,9362.25,9521.25,11:29,9440.0,time_stop,53.0,0.4415,24.75,1.35,23.4,49.5,2.7,46.8
2020-02-07,long,10:31,10:32,9428.75,9384.75,9516.75,11:29,9451.25,time_stop,44.0,0.4807,22.5,1.35,21.15,45.0,2.7,42.3
2020-02-10,long,10:00,10:01,9450.25,9378.5,9593.75,11:29,9472.0,time_stop,71.75,0.2843,21.75,1.35,20.4,43.5,2.7,40.8
2020-02-11,long,10:08,10:09,9582.5,9538.5,9670.5,11:29,9594.5,time_stop,44.0,0.242,12.0,1.35,10.65,24.0,2.7,21.3
2020-02-12,short,10:07,10:08,9559.75,9604.25,9470.75,11:25,9604.25,hard_stop,44.5,-1.0303,-44.5,1.35,-45.85,-89.0,2.7,-91.7
2020-02-13,long,10:44,10:45,9594.75,9539.0,9706.25,11:29,9618.25,time_stop,55.75,0.3973,23.5,1.35,22.15,47.0,2.7,44.3
2020-02-14,short,10:11,10:12,9600.25,9640.25,9520.25,11:18,9640.25,hard_stop,40.0,-1.0337,-40.0,1.35,-41.35,-80.0,2.7,-82.7
2020-02-18,long,10:07,10:08,9626.0,9574.25,9729.5,11:29,9591.25,time_stop,51.75,-0.6976,-34.75,1.35,-36.1,-69.5,2.7,-72.2
2020-02-19,long,10:20,10:21,9717.75,9681.25,9790.75,11:29,9734.0,time_stop,36.5,0.4082,16.25,1.35,14.9,32.5,2.7,29.8
2020-02-20,long,10:06,10:07,9722.5,9685.75,9796.0,11:10,9685.75,hard_stop,36.75,-1.0367,-36.75,1.35,-38.1,-73.5,2.7,-76.2
2020-02-21,short,10:40,10:41,9478.5,9605.0,9225.5,11:29,9519.25,time_stop,126.5,-0.3328,-40.75,1.35,-42.1,-81.5,2.7,-84.2
2020-02-24,long,10:01,10:02,9191.5,9041.0,9492.5,11:29,9134.75,time_stop,150.5,-0.386,-56.75,1.35,-58.1,-113.5,2.7,-116.2
2020-02-25,short,10:20,10:21,9089.5,9191.25,8886.0,11:29,8987.25,time_stop,101.75,0.9916,102.25,1.35,100.9,204.5,2.7,201.8
2020-02-26,long,10:35,10:36,9016.5,8879.75,9290.0,11:29,9019.5,time_stop,136.75,0.0121,3.0,1.35,1.65,6.0,2.7,3.3
2020-03-02,short,10:05,10:06,8476.75,8596.25,8237.75,10:53,8596.25,hard_stop,119.5,-1.0113,-119.5,1.35,-120.85,-239.0,2.7,-241.7
2020-03-03,long,10:00,10:01,8972.0,8744.5,9427.0,11:24,8744.5,hard_stop,227.5,-1.0059,-227.5,1.35,-228.85,-455.0,2.7,-457.7
2020-03-04,long,10:23,10:24,8791.25,8665.0,9043.75,11:29,8765.75,time_stop,126.25,-0.2127,-25.5,1.35,-26.85,-51.0,2.7,-53.7
2020-03-05,long,10:18,10:19,8784.0,8701.25,8949.5,11:29,8852.5,time_stop,82.75,0.8115,68.5,1.35,67.15,137.0,2.7,134.3
2020-03-06,long,10:16,10:17,8466.25,8363.25,8672.25,11:29,8461.5,time_stop,103.0,-0.0592,-4.75,1.35,-6.1,-9.5,2.7,-12.2
2020-03-09,long,10:06,10:07,8123.0,7819.75,8729.5,11:29,8127.75,time_stop,303.25,0.0112,4.75,1.35,3.4,9.5,2.7,6.8
2020-03-10,long,10:20,10:21,8247.0,8134.75,8471.5,10:46,8134.75,hard_stop,112.25,-1.012,-112.25,1.35,-113.6,-224.5,2.7,-227.2
2020-03-11,short,10:30,10:31,8120.25,8217.0,7926.75,11:29,8075.0,time_stop,96.75,0.4537,45.25,1.35,43.9,90.5,2.7,87.8
2020-03-12,long,10:26,10:27,7583.0,7327.0,8095.0,11:29,7466.75,time_stop,256.0,-0.4594,-116.25,1.35,-117.6,-232.5,2.7,-235.2
2020-03-13,short,10:57,10:58,7465.0,7736.25,6922.5,11:29,7390.5,time_stop,271.25,0.2697,74.5,1.35,73.15,149.0,2.7,146.3
2020-03-16,long,10:35,10:36,7414.0,7022.75,8196.5,11:29,7545.0,time_stop,391.25,0.3314,131.0,1.35,129.65,262.0,2.7,259.3
2020-03-17,short,10:00,10:01,6948.0,7234.5,6375.0,10:49,7234.5,hard_stop,286.5,-1.0047,-286.5,1.35,-287.85,-573.0,2.7,-575.7
2020-03-18,long,10:03,10:04,7281.5,6961.25,7922.0,11:29,7111.5,time_stop,320.25,-0.5351,-170.0,1.35,-171.35,-340.0,2.7,-342.7
2020-03-19,long,10:05,10:06,7257.5,7009.75,7753.0,11:29,7426.0,time_stop,247.75,0.6747,168.5,1.35,167.15,337.0,2.7,334.3
2020-03-20,long,10:56,10:57,7475.25,7288.0,7849.75,11:29,7337.25,time_stop,187.25,-0.7442,-138.0,1.35,-139.35,-276.0,2.7,-278.7
2020-03-23,long,10:12,10:13,7071.75,6834.25,7546.75,11:26,6834.25,hard_stop,237.5,-1.0057,-237.5,1.35,-238.85,-475.0,2.7,-477.7
2020-03-24,long,10:25,10:26,7440.25,7324.75,7671.25,11:29,7415.0,time_stop,115.5,-0.2303,-25.25,1.35,-26.6,-50.5,2.7,-53.2
2020-03-25,short,10:00,10:01,7457.0,7664.5,7042.0,11:29,7501.5,time_stop,207.5,-0.221,-44.5,1.35,-45.85,-89.0,2.7,-91.7
2020-03-26,long,10:05,10:06,7643.5,7514.5,7901.5,11:29,7715.25,time_stop,129.0,0.5457,71.75,1.35,70.4,143.5,2.7,140.8
2020-04-02,long,10:12,10:13,7522.5,7408.5,7750.5,11:29,7544.25,time_stop,114.0,0.1789,21.75,1.35,20.4,43.5,2.7,40.8
2020-04-03,short,10:22,10:23,7563.75,7660.5,7370.25,11:29,7526.25,time_stop,96.75,0.3736,37.5,1.35,36.15,75.0,2.7,72.3
2020-04-06,long,10:02,10:03,7859.25,7749.75,8078.25,11:29,7882.25,time_stop,109.5,0.1977,23.0,1.35,21.65,46.0,2.7,43.3
2020-04-07,short,10:07,10:08,8195.75,8298.75,7989.75,11:29,8158.0,time_stop,103.0,0.3534,37.75,1.35,36.4,75.5,2.7,72.8
2020-04-08,short,10:05,10:06,8059.0,8154.5,7868.0,11:20,8154.5,hard_stop,95.5,-1.0141,-95.5,1.35,-96.85,-191.0,2.7,-193.7
2020-04-09,short,10:08,10:09,8235.5,8326.5,8053.5,11:29,8207.0,time_stop,91.0,0.2984,28.5,1.35,27.15,57.0,2.7,54.3
2020-04-13,short,11:02,11:03,8160.5,8243.75,7994.0,11:29,8202.75,time_stop,83.25,-0.5237,-42.25,1.35,-43.6,-84.5,2.7,-87.2
2020-04-14,long,10:16,10:17,8601.75,8456.75,8891.75,11:29,8565.0,time_stop,145.0,-0.2628,-36.75,1.35,-38.1,-73.5,2.7,-76.2
2020-04-15,long,10:53,10:54,8570.0,8486.25,8737.5,11:29,8548.5,time_stop,83.75,-0.2728,-21.5,1.35,-22.85,-43.0,2.7,-45.7
2020-04-16,short,10:01,10:02,8637.0,8698.25,8514.5,10:49,8698.25,hard_stop,61.25,-1.022,-61.25,1.35,-62.6,-122.5,2.7,-125.2
2020-04-17,short,10:38,10:39,8764.0,8871.75,8548.5,11:29,8725.5,time_stop,107.75,0.3448,38.5,1.35,37.15,77.0,2.7,74.3
2020-04-20,long,10:25,10:26,8791.5,8729.5,8915.5,11:29,8818.5,time_stop,62.0,0.4137,27.0,1.35,25.65,54.0,2.7,51.3
2020-04-21,short,10:19,10:20,8522.25,8652.25,8262.25,11:29,8368.5,time_stop,130.0,1.1723,153.75,1.35,152.4,307.5,2.7,304.8
2020-04-22,long,10:40,10:41,8598.75,8533.5,8729.25,11:29,8588.5,time_stop,65.25,-0.1778,-10.25,1.35,-11.6,-20.5,2.7,-23.2
2020-04-23,long,10:18,10:19,8744.0,8661.75,8908.5,11:29,8766.25,time_stop,82.25,0.2541,22.25,1.35,20.9,44.5,2.7,41.8
2020-04-27,long,10:03,10:04,8869.25,8819.0,8969.75,10:59,8819.0,hard_stop,50.25,-1.0269,-50.25,1.35,-51.6,-100.5,2.7,-103.2
2020-04-28,short,10:00,10:01,8818.25,8905.5,8643.75,11:29,8736.25,time_stop,87.25,0.9244,82.0,1.35,80.65,164.0,2.7,161.3
2020-04-29,long,10:16,10:17,8905.75,8815.75,9085.75,11:29,8924.75,time_stop,90.0,0.1961,19.0,1.35,17.65,38.0,2.7,35.3
2020-05-01,long,10:00,10:01,8845.25,8779.75,8976.25,11:29,8784.0,time_stop,65.5,-0.9557,-61.25,1.35,-62.6,-122.5,2.7,-125.2
2020-05-04,long,10:01,10:02,8725.75,8650.25,8876.75,11:29,8745.75,time_stop,75.5,0.247,20.0,1.35,18.65,40.0,2.7,37.3
2020-05-05,long,10:00,10:01,8965.25,8895.0,9105.75,11:29,8971.75,time_stop,70.25,0.0733,6.5,1.35,5.15,13.0,2.7,10.3
2020-05-06,short,10:04,10:05,8965.25,9029.25,8837.25,10:45,9029.25,hard_stop,64.0,-1.0211,-64.0,1.35,-65.35,-128.0,2.7,-130.7
2020-05-07,short,10:07,10:08,9055.5,9109.25,8948.0,11:29,9072.25,time_stop,53.75,-0.3367,-16.75,1.35,-18.1,-33.5,2.7,-36.2
2020-05-08,long,10:17,10:18,9171.5,9115.75,9283.0,11:29,9178.0,time_stop,55.75,0.0924,6.5,1.35,5.15,13.0,2.7,10.3
2020-05-11,long,10:02,10:03,9225.0,9147.25,9380.5,11:29,9260.75,time_stop,77.75,0.4424,35.75,1.35,34.4,71.5,2.7,68.8
2020-05-13,long,10:02,10:03,9147.5,9042.5,9357.5,11:29,9081.5,time_stop,105.0,-0.6414,-66.0,1.35,-67.35,-132.0,2.7,-134.7
2020-05-14,short,10:29,10:30,8852.25,8976.0,8604.75,11:29,8924.0,time_stop,123.75,-0.5907,-71.75,1.35,-73.1,-143.5,2.7,-146.2
2020-05-15,long,10:00,10:01,9019.0,8943.25,9170.5,11:29,8983.25,time_stop,75.75,-0.4898,-35.75,1.35,-37.1,-71.5,2.7,-74.2
2020-05-18,long,10:26,10:27,9298.0,9236.25,9421.5,11:29,9328.75,time_stop,61.75,0.4761,30.75,1.35,29.4,61.5,2.7,58.8
2020-05-19,long,10:01,10:02,9383.75,9313.75,9523.75,11:29,9400.25,time_stop,70.0,0.2164,16.5,1.35,15.15,33.0,2.7,30.3
2020-05-20,long,10:01,10:02,9466.25,9401.75,9595.25,11:29,9489.75,time_stop,64.5,0.3434,23.5,1.35,22.15,47.0,2.7,44.3
2020-05-21,short,10:04,10:05,9439.75,9511.0,9297.25,11:29,9382.25,time_stop,71.25,0.7881,57.5,1.35,56.15,115.0,2.7,112.3
2020-05-26,short,10:43,10:44,9479.25,9570.0,9297.75,11:29,9463.75,time_stop,90.75,0.1559,15.5,1.35,14.15,31.0,2.7,28.3
2020-05-27,short,10:01,10:02,9270.5,9385.5,9040.5,11:29,9252.75,time_stop,115.0,0.1426,17.75,1.35,16.4,35.5,2.7,32.8
2020-05-28,long,10:08,10:09,9464.25,9382.0,9628.75,11:29,9487.5,time_stop,82.25,0.2663,23.25,1.35,21.9,46.5,2.7,43.8
2020-05-29,short,10:08,10:09,9411.0,9483.25,9266.5,11:29,9416.0,time_stop,72.25,-0.0879,-5.0,1.35,-6.35,-10.0,2.7,-12.7
2020-06-01,long,10:05,10:06,9571.75,9505.5,9704.25,11:29,9548.75,time_stop,66.25,-0.3675,-23.0,1.35,-24.35,-46.0,2.7,-48.7
2020-06-02,long,10:20,10:21,9609.25,9558.0,9711.75,10:46,9558.0,hard_stop,51.25,-1.0263,-51.25,1.35,-52.6,-102.5,2.7,-105.2
2020-06-03,long,10:00,10:01,9702.0,9650.5,9805.0,11:29,9683.25,time_stop,51.5,-0.3903,-18.75,1.35,-20.1,-37.5,2.7,-40.2
2020-06-04,short,11:12,11:13,9668.75,9742.75,9520.75,11:29,9650.0,time_stop,74.0,0.2351,18.75,1.35,17.4,37.5,2.7,34.8
2020-06-05,long,10:58,10:59,9779.75,9653.0,10033.25,11:29,9809.0,time_stop,126.75,0.2201,29.25,1.35,27.9,58.5,2.7,55.8
2020-06-08,short,10:01,10:02,9767.5,9829.75,9643.0,11:29,9820.75,time_stop,62.25,-0.8771,-53.25,1.35,-54.6,-106.5,2.7,-109.2
2020-06-09,long,10:22,10:23,9912.25,9851.75,10033.25,11:29,9963.0,time_stop,60.5,0.8165,50.75,1.35,49.4,101.5,2.7,98.8
2020-06-10,long,10:00,10:01,10069.5,10023.25,10162.0,10:56,10023.25,hard_stop,46.25,-1.0292,-46.25,1.35,-47.6,-92.5,2.7,-95.2
2020-06-11,long,10:12,10:13,9957.25,9875.75,10120.25,11:01,9875.75,hard_stop,81.5,-1.0166,-81.5,1.35,-82.85,-163.0,2.7,-165.7
2020-06-12,short,10:14,10:15,9774.0,9849.5,9623.0,11:03,9623.0,tp1,75.5,1.9854,151.0,1.1,149.9,302.0,2.2,299.8
2020-06-15,long,10:03,10:04,9603.0,9483.25,9842.5,11:29,9617.75,time_stop,119.75,0.1119,14.75,1.35,13.4,29.5,2.7,26.8
2020-06-16,short,10:41,10:42,9939.0,9997.0,9823.0,10:59,9823.0,tp1,58.0,1.981,116.0,1.1,114.9,232.0,2.2,229.8
2020-06-17,short,10:18,10:19,9953.25,10018.25,9823.25,11:29,9989.5,time_stop,65.0,-0.5785,-36.25,1.35,-37.6,-72.5,2.7,-75.2
2020-06-18,long,10:09,10:10,9989.0,9941.5,10084.0,10:33,9941.5,hard_stop,47.5,-1.0284,-47.5,1.35,-48.85,-95.0,2.7,-97.7
2020-06-22,long,10:00,10:01,10023.0,9975.5,10118.0,11:29,10050.0,time_stop,47.5,0.54,27.0,1.35,25.65,54.0,2.7,51.3
2020-06-23,long,10:17,10:18,10201.5,10158.5,10287.5,11:29,10253.0,time_stop,43.0,1.1663,51.5,1.35,50.15,103.0,2.7,100.3
2020-06-24,short,10:01,10:02,10086.5,10221.75,9816.0,11:29,10022.5,time_stop,135.25,0.4632,64.0,1.35,62.65,128.0,2.7,125.3
2020-06-26,short,10:02,10:03,9988.5,10082.5,9800.5,11:29,9931.75,time_stop,94.0,0.5894,56.75,1.35,55.4,113.5,2.7,110.8
2020-06-29,long,10:26,10:27,9849.75,9728.5,10092.25,11:29,9890.0,time_stop,121.25,0.3208,40.25,1.35,38.9,80.5,2.7,77.8
2020-07-02,short,10:29,10:30,10364.5,10419.75,10254.0,11:29,10338.75,time_stop,55.25,0.4416,25.75,1.35,24.4,51.5,2.7,48.8
2020-07-06,long,10:00,10:01,10531.75,10469.75,10655.75,11:29,10605.0,time_stop,62.0,1.1597,73.25,1.35,71.9,146.5,2.7,143.8
2020-07-07,long,10:11,10:12,10636.0,10557.0,10794.0,11:29,10686.25,time_stop,79.0,0.619,50.25,1.35,48.9,100.5,2.7,97.8
2020-07-08,long,10:12,10:13,10635.75,10566.25,10774.75,11:18,10566.25,hard_stop,69.5,-1.0194,-69.5,1.35,-70.85,-139.0,2.7,-141.7
2020-07-09,short,10:17,10:18,10688.25,10748.25,10568.25,11:04,10568.25,tp1,60.0,1.9817,120.0,1.1,118.9,240.0,2.2,237.8
2020-07-10,short,10:00,10:01,10642.5,10749.75,10428.0,11:29,10723.25,time_stop,107.25,-0.7655,-80.75,1.35,-82.1,-161.5,2.7,-164.2
2020-07-13,long,10:29,10:30,10999.0,10929.25,11138.5,11:29,11052.0,time_stop,69.75,0.7405,53.0,1.35,51.65,106.0,2.7,103.3
2020-07-14,short,10:12,10:13,10378.25,10629.5,9875.75,11:29,10538.5,time_stop,251.25,-0.6432,-160.25,1.35,-161.6,-320.5,2.7,-323.2
2020-07-15,short,11:03,11:04,10663.75,10766.75,10457.75,11:29,10671.25,time_stop,103.0,-0.0859,-7.5,1.35,-8.85,-15.0,2.7,-17.7
2020-07-16,short,10:01,10:02,10533.25,10600.0,10399.75,11:29,10511.25,time_stop,66.75,0.3094,22.0,1.35,20.65,44.0,2.7,41.3
2020-07-17,short,10:24,10:25,10558.0,10650.25,10373.5,11:29,10613.75,time_stop,92.25,-0.619,-55.75,1.35,-57.1,-111.5,2.7,-114.2
2020-07-20,long,10:04,10:05,10697.0,10605.5,10880.0,11:29,10787.0,time_stop,91.5,0.9689,90.0,1.35,88.65,180.0,2.7,177.3
2020-07-21,short,10:10,10:11,10899.25,11003.0,10691.75,11:29,10881.75,time_stop,103.75,0.1557,17.5,1.35,16.15,35.0,2.7,32.3
2020-07-22,short,10:47,10:48,10818.0,10896.0,10662.0,11:29,10815.5,time_stop,78.0,0.0147,2.5,1.35,1.15,5.0,2.7,2.3
