session_date,direction,breakout_time,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,exit_reason,risk_points,r_multiple_net,gross_points,cost_points,net_points,gross_dollars,cost_dollars,net_dollars
2015-01-02,short,10:01,10:02,4250.0,4273.0,4204.0,11:13,4204.0,tp1,23.0,1.9522,46.0,1.1,44.9,92.0,2.2,89.8
2015-01-05,short,10:00,10:01,4180.25,4207.5,4125.75,11:29,4167.25,time_stop,27.25,0.4275,13.0,1.35,11.65,26.0,2.7,23.3
2015-01-07,long,10:00,10:01,4146.75,4117.25,4205.75,11:29,4128.75,time_stop,29.5,-0.6559,-18.0,1.35,-19.35,-36.0,2.7,-38.7
2015-01-12,short,10:01,10:02,4158.5,4218.75,4038.0,11:29,4175.5,time_stop,60.25,-0.3046,-17.0,1.35,-18.35,-34.0,2.7,-36.7
2015-01-13,long,10:21,10:22,4244.0,4201.75,4328.5,11:29,4239.5,time_stop,42.25,-0.1385,-4.5,1.35,-5.85,-9.0,2.7,-11.7
2015-01-14,long,10:00,10:01,4144.25,4112.5,4207.75,11:29,4125.5,time_stop,31.75,-0.6331,-18.75,1.35,-20.1,-37.5,2.7,-40.2
2015-01-15,short,10:00,10:01,4100.0,4163.25,3973.5,11:29,4105.5,time_stop,63.25,-0.1083,-5.5,1.35,-6.85,-11.0,2.7,-13.7
2015-01-16,short,10:14,10:15,4072.5,4105.5,4006.5,10:56,4105.5,hard_stop,33.0,-1.0409,-33.0,1.35,-34.35,-66.0,2.7,-68.7
2015-01-20,short,10:41,10:42,4119.5,4165.75,4027.0,11:29,4128.25,time_stop,46.25,-0.2184,-8.75,1.35,-10.1,-17.5,2.7,-20.2
2015-01-21,long,10:49,10:50,4191.0,4136.75,4299.5,11:29,4195.25,time_stop,54.25,0.0535,4.25,1.35,2.9,8.5,2.7,5.8
2015-01-22,long,10:55,10:56,4224.0,4164.25,4343.5,11:29,4232.0,time_stop,59.75,0.1113,8.0,1.35,6.65,16.0,2.7,13.3
2015-01-23,long,10:00,10:01,4271.25,4250.0,4313.75,11:29,4274.25,time_stop,21.25,0.0776,3.0,1.35,1.65,6.0,2.7,3.3
2015-03-11,long,10:06,10:07,4335.5,4316.75,4373.0,10:34,4316.75,hard_stop,18.75,-1.072,-18.75,1.35,-20.1,-37.5,2.7,-40.2
2015-03-12,long,11:19,11:20,4325.0,4294.0,4387.0,11:29,4325.0,time_stop,31.0,-0.0435,0.0,1.35,-1.35,0.0,2.7,-2.7
2015-03-13,short,10:10,10:11,4316.0,4342.0,4264.0,11:29,4293.25,time_stop,26.0,0.8231,22.75,1.35,21.4,45.5,2.7,42.8
2015-03-16,long,10:01,10:02,4343.75,4319.0,4393.25,11:29,4351.75,time_stop,24.75,0.2687,8.0,1.35,6.65,16.0,2.7,13.3
2015-03-17,short,11:06,11:07,4344.75,4361.25,4311.75,11:29,4348.5,time_stop,16.5,-0.3091,-3.75,1.35,-5.1,-7.5,2.7,-10.2
2015-03-18,long,10:59,11:00,4361.25,4346.75,4390.25,11:29,4356.5,time_stop,14.5,-0.4207,-4.75,1.35,-6.1,-9.5,2.7,-12.2
2015-03-19,long,10:16,10:17,4428.75,4412.75,4460.75,11:29,4425.75,time_stop,16.0,-0.2719,-3.0,1.35,-4.35,-6.0,2.7,-8.7
2015-03-20,long,10:37,10:38,4460.0,4448.0,4484.0,11:29,4464.0,time_stop,12.0,0.2208,4.0,1.35,2.65,8.0,2.7,5.3
2015-03-23,long,10:13,10:14,4454.5,4440.25,4483.0,11:29,4449.25,time_stop,14.25,-0.4632,-5.25,1.35,-6.6,-10.5,2.7,-13.2
2015-03-24,long,10:00,10:01,4446.25,4431.75,4475.25,11:29,4458.5,time_stop,14.5,0.7517,12.25,1.35,10.9,24.5,2.7,21.8
2015-03-25,short,11:16,11:17,4396.5,4436.25,4317.0,11:29,4391.5,time_stop,39.75,0.0918,5.0,1.35,3.65,10.0,2.7,7.3
2015-03-27,long,10:04,10:05,4326.5,4304.75,4370.0,10:12,4304.75,hard_stop,21.75,-1.0621,-21.75,1.35,-23.1,-43.5,2.7,-46.2
2015-03-31,long,11:10,11:11,4367.0,4344.5,4412.0,11:29,4366.25,time_stop,22.5,-0.0933,-0.75,1.35,-2.1,-1.5,2.7,-4.2
2015-04-06,long,10:17,10:18,4322.0,4275.0,4416.0,11:29,4335.75,time_stop,47.0,0.2638,13.75,1.35,12.4,27.5,2.7,24.8
2015-04-07,long,10:22,10:23,4364.25,4339.25,4414.25,11:29,4361.75,time_stop,25.0,-0.154,-2.5,1.35,-3.85,-5.0,2.7,-7.7
2015-04-09,short,10:20,10:21,4366.5,4390.25,4319.0,11:29,4363.75,time_stop,23.75,0.0589,2.75,1.35,1.4,5.5,2.7,2.8
2015-04-10,long,10:03,10:04,4402.5,4385.5,4436.5,11:29,4407.25,time_stop,17.0,0.2,4.75,1.35,3.4,9.5,2.7,6.8
2015-04-13,long,10:23,10:24,4439.0,4417.25,4482.5,11:29,4431.25,time_stop,21.75,-0.4184,-7.75,1.35,-9.1,-15.5,2.7,-18.2
2015-04-14,short,10:02,10:03,4374.25,4413.25,4296.25,11:29,4381.75,time_stop,39.0,-0.2269,-7.5,1.35,-8.85,-15.0,2.7,-17.7
2015-04-16,short,10:30,10:31,4402.25,4419.25,4368.25,11:29,4412.25,time_stop,17.0,-0.6676,-10.0,1.35,-11.35,-20.0,2.7,-22.7
2015-04-17,short,10:04,10:05,4350.25,4383.0,4284.75,11:29,4348.0,time_stop,32.75,0.0275,2.25,1.35,0.9,4.5,2.7,1.8
2015-04-20,long,10:00,10:01,4395.25,4362.75,4460.25,11:29,4404.0,time_stop,32.5,0.2277,8.75,1.35,7.4,17.5,2.7,14.8
2015-04-22,short,10:02,10:03,4418.75,4443.25,4369.75,11:29,4435.25,time_stop,24.5,-0.7286,-16.5,1.35,-17.85,-33.0,2.7,-35.7
2015-04-23,long,10:01,10:02,4456.25,4436.0,4496.75,11:29,4451.0,time_stop,20.25,-0.3259,-5.25,1.35,-6.6,-10.5,2.7,-13.2
2015-04-24,short,10:05,10:06,4510.75,4524.5,4483.25,10:25,4524.5,hard_stop,13.75,-1.0982,-13.75,1.35,-15.1,-27.5,2.7,-30.2
2015-04-28,short,10:00,10:01,4498.5,4525.5,4444.5,11:29,4510.5,time_stop,27.0,-0.4944,-12.0,1.35,-13.35,-24.0,2.7,-26.7
2015-04-29,short,10:24,10:25,4483.25,4511.25,4427.25,11:29,4488.5,time_stop,28.0,-0.2357,-5.25,1.35,-6.6,-10.5,2.7,-13.2
2015-04-30,short,10:01,10:02,4443.5,4474.75,4381.0,11:29,4452.25,time_stop,31.25,-0.3232,-8.75,1.35,-10.1,-17.5,2.7,-20.2
2015-05-01,long,10:19,10:20,4447.75,4425.75,4491.75,11:29,4447.5,time_stop,22.0,-0.0727,-0.25,1.35,-1.6,-0.5,2.7,-3.2
2015-05-05,short,10:01,10:02,4434.25,4466.25,4370.25,11:29,4413.5,time_stop,32.0,0.6062,20.75,1.35,19.4,41.5,2.7,38.8
2015-05-06,short,10:08,10:09,4369.25,4422.75,4262.25,11:29,4384.0,time_stop,53.5,-0.3009,-14.75,1.35,-16.1,-29.5,2.7,-32.2
2015-05-07,long,11:26,11:27,4398.75,4366.5,4463.25,11:29,4398.5,time_stop,32.25,-0.0496,-0.25,1.35,-1.6,-0.5,2.7,-3.2
2015-05-08,long,11:18,11:19,4459.0,4436.5,4504.0,11:29,4455.0,time_stop,22.5,-0.2378,-4.0,1.35,-5.35,-8.0,2.7,-10.7
2015-05-11,short,10:30,10:31,4442.5,4464.75,4398.0,11:29,4448.0,time_stop,22.25,-0.3079,-5.5,1.35,-6.85,-11.0,2.7,-13.7
2015-05-12,long,10:41,10:42,4411.25,4374.25,4485.25,11:29,4415.25,time_stop,37.0,0.0716,4.0,1.35,2.65,8.0,2.7,5.3
2015-05-13,short,11:00,11:01,4426.5,4458.0,4363.5,11:29,4426.0,time_stop,31.5,-0.027,0.5,1.35,-0.85,1.0,2.7,-1.7
2015-05-14,long,10:13,10:14,4464.5,4443.75,4506.0,11:29,4470.0,time_stop,20.75,0.2,5.5,1.35,4.15,11.0,2.7,8.3
2015-05-15,short,10:01,10:02,4484.5,4507.0,4439.5,11:29,4484.0,time_stop,22.5,-0.0378,0.5,1.35,-0.85,1.0,2.7,-1.7
2015-05-18,long,10:01,10:02,4492.0,4478.0,4520.0,11:29,4498.5,time_stop,14.0,0.3679,6.5,1.35,5.15,13.0,2.7,10.3
2015-05-19,short,10:10,10:11,4503.75,4520.75,4469.75,11:29,4508.5,time_stop,17.0,-0.3588,-4.75,1.35,-6.1,-9.5,2.7,-12.2
2015-05-21,long,10:00,10:01,4506.75,4491.75,4536.75,11:29,4531.5,time_stop,15.0,1.56,24.75,1.35,23.4,49.5,2.7,46.8
2015-05-22,long,10:41,10:42,4538.75,4521.75,4572.75,11:29,4530.5,time_stop,17.0,-0.5647,-8.25,1.35,-9.6,-16.5,2.7,-19.2
2015-05-26,short,10:00,10:01,4484.75,4522.0,4410.25,11:29,4471.25,time_stop,37.25,0.3262,13.5,1.35,12.15,27.0,2.7,24.3
2015-05-27,long,10:54,10:55,4515.5,4476.75,4593.0,11:29,4519.0,time_stop,38.75,0.0555,3.5,1.35,2.15,7.0,2.7,4.3
2015-05-28,short,10:01,10:02,4523.75,4547.75,4475.75,11:29,4535.75,time_stop,24.0,-0.5563,-12.0,1.35,-13.35,-24.0,2.7,-26.7
2015-05-29,short,10:09,10:10,4524.25,4539.25,4494.25,11:29,4505.0,time_stop,15.0,1.1933,19.25,1.35,17.9,38.5,2.7,35.8
2015-06-01,short,10:14,10:15,4492.0,4536.25,4403.5,11:29,4507.5,time_stop,44.25,-0.3808,-15.5,1.35,-16.85,-31.0,2.7,-33.7
2015-06-02,long,10:36,10:37,4512.0,4483.5,4569.0,11:29,4503.5,time_stop,28.5,-0.3456,-8.5,1.35,-9.85,-17.0,2.7,-19.7
2015-06-03,long,10:13,10:14,4535.75,4513.5,4580.25,11:29,4528.75,time_stop,22.25,-0.3753,-7.0,1.35,-8.35,-14.0,2.7,-16.7
2015-06-04,long,10:00,10:01,4522.0,4493.0,4580.0,11:29,4504.75,time_stop,29.0,-0.6414,-17.25,1.35,-18.6,-34.5,2.7,-37.2
2015-06-05,long,10:36,10:37,4491.0,4449.0,4575.0,11:29,4485.75,time_stop,42.0,-0.1571,-5.25,1.35,-6.6,-10.5,2.7,-13.2
2015-06-08,short,10:00,10:01,4457.0,4478.75,4413.5,11:29,4453.25,time_stop,21.75,0.1103,3.75,1.35,2.4,7.5,2.7,4.8
2015-06-09,short,10:00,10:01,4398.25,4428.75,4337.25,11:29,4419.5,time_stop,30.5,-0.741,-21.25,1.35,-22.6,-42.5,2.7,-45.2
2015-06-10,long,10:05,10:06,4455.5,4433.25,4500.0,11:29,4485.5,time_stop,22.25,1.2876,30.0,1.35,28.65,60.0,2.7,57.3
2015-06-11,short,10:32,10:33,4495.0,4512.25,4460.5,11:29,4493.25,time_stop,17.25,0.0232,1.75,1.35,0.4,3.5,2.7,0.8
2015-06-12,short,10:34,10:35,4457.75,4476.0,4421.25,11:29,4462.5,time_stop,18.25,-0.3342,-4.75,1.35,-6.1,-9.5,2.7,-12.2
2015-06-15,long,11:10,11:11,4419.75,4386.25,4486.75,11:29,4408.0,time_stop,33.5,-0.391,-11.75,1.35,-13.1,-23.5,2.7,-26.2
2015-06-17,short,11:26,11:27,4454.5,4465.75,4432.0,11:29,4449.5,time_stop,11.25,0.3244,5.0,1.35,3.65,10.0,2.7,7.3
2015-06-18,long,10:05,10:06,4504.75,4474.75,4564.75,11:29,4525.25,time_stop,30.0,0.6383,20.5,1.35,19.15,41.0,2.7,38.3
2015-06-19,short,10:39,10:40,4511.75,4533.75,4467.75,11:29,4522.75,time_stop,22.0,-0.5614,-11.0,1.35,-12.35,-22.0,2.7,-24.7
2015-06-22,long,11:07,11:08,4548.25,4531.5,4581.75,11:29,4551.0,time_stop,16.75,0.0836,2.75,1.35,1.4,5.5,2.7,2.8
2015-06-23,short,10:02,10:03,4533.25,4546.0,4507.75,11:29,4531.25,time_stop,12.75,0.051,2.0,1.35,0.65,4.0,2.7,1.3
2015-06-24,long,10:01,10:02,4544.25,4529.75,4573.25,11:29,4543.5,time_stop,14.5,-0.1448,-0.75,1.35,-2.1,-1.5,2.7,-4.2
2015-06-25,long,11:11,11:12,4538.0,4518.0,4578.0,11:29,4534.75,time_stop,20.0,-0.23,-3.25,1.35,-4.6,-6.5,2.7,-9.2
2015-06-26,long,10:00,10:01,4514.5,4489.25,4565.0,10:58,4489.25,hard_stop,25.25,-1.0535,-25.25,1.35,-26.6,-50.5,2.7,-53.2
2015-06-29,short,11:14,11:15,4418.0,4451.75,4350.5,11:29,4421.5,time_stop,33.75,-0.1437,-3.5,1.35,-4.85,-7.0,2.7,-9.7
2015-06-30,short,10:22,10:23,4382.5,4404.0,4339.5,11:29,4388.0,time_stop,21.5,-0.3186,-5.5,1.35,-6.85,-11.0,2.7,-13.7
2015-07-02,short,10:06,10:07,4424.75,4437.5,4399.25,11:29,4415.5,time_stop,12.75,0.6196,9.25,1.35,7.9,18.5,2.7,15.8
2015-07-06,long,10:11,10:12,4415.25,4384.5,4476.75,11:29,4412.75,time_stop,30.75,-0.1252,-2.5,1.35,-3.85,-5.0,2.7,-7.7
2015-07-07,short,10:00,10:01,4385.25,4418.5,4318.75,11:29,4344.75,time_stop,33.25,1.1774,40.5,1.35,39.15,81.0,2.7,78.3
2015-07-09,short,10:20,10:21,4387.25,4407.5,4346.75,11:29,4386.25,time_stop,20.25,-0.0173,1.0,1.35,-0.35,2.0,2.7,-0.7
2015-07-10,short,10:41,10:42,4389.5,4402.75,4363.0,11:01,4402.75,hard_stop,13.25,-1.1019,-13.25,1.35,-14.6,-26.5,2.7,-29.2
2015-07-13,long,10:16,10:17,4477.5,4448.0,4536.5,11:29,4473.25,time_stop,29.5,-0.1898,-4.25,1.35,-5.6,-8.5,2.7,-11.2
2015-07-14,long,10:12,10:13,4506.25,4490.75,4537.25,11:29,4517.0,time_stop,15.5,0.6065,10.75,1.35,9.4,21.5,2.7,18.8
2015-07-15,long,10:07,10:08,4536.0,4519.25,4569.5,11:29,4533.25,time_stop,16.75,-0.2448,-2.75,1.35,-4.1,-5.5,2.7,-8.2
2015-07-16,long,10:55,10:56,4566.5,4550.75,4598.0,11:29,4568.5,time_stop,15.75,0.0413,2.0,1.35,0.65,4.0,2.7,1.3
2015-07-17,long,10:03,10:04,4629.75,4615.25,4658.75,11:29,4635.75,time_stop,14.5,0.3207,6.0,1.35,4.65,12.0,2.7,9.3
2015-07-20,short,10:20,10:21,4650.0,4664.25,4621.5,10:55,4664.25,hard_stop,14.25,-1.0947,-14.25,1.35,-15.6,-28.5,2.7,-31.2
2015-07-21,long,10:00,10:01,4677.75,4660.0,4713.25,10:44,4660.0,hard_stop,17.75,-1.0761,-17.75,1.35,-19.1,-35.5,2.7,-38.2
2015-07-22,long,10:17,10:18,4633.25,4594.5,4710.75,11:29,4614.75,time_stop,38.75,-0.5123,-18.5,1.35,-19.85,-37.0,2.7,-39.7
2015-07-23,long,10:20,10:21,4626.25,4609.5,4659.75,11:29,4622.25,time_stop,16.75,-0.3194,-4.0,1.35,-5.35,-8.0,2.7,-10.7
2015-07-24,short,10:18,10:19,4599.75,4624.0,4551.25,11:29,4598.5,time_stop,24.25,-0.0041,1.25,1.35,-0.1,2.5,2.7,-0.2
2015-07-27,long,10:32,10:33,4536.75,4507.0,4596.25,11:29,4524.0,time_stop,29.75,-0.4739,-12.75,1.35,-14.1,-25.5,2.7,-28.2
2015-07-28,short,10:25,10:26,4500.25,4534.25,4432.25,11:29,4523.25,time_stop,34.0,-0.7162,-23.0,1.35,-24.35,-46.0,2.7,-48.7
2015-07-29,short,10:01,10:02,4548.75,4568.75,4508.75,11:29,4559.25,time_stop,20.0,-0.5925,-10.5,1.35,-11.85,-21.0,2.7,-23.7
2015-07-30,short,10:00,10:01,4532.25,4566.5,4463.75,11:25,4566.5,hard_stop,34.25,-1.0394,-34.25,1.35,-35.6,-68.5,2.7,-71.2
2015-08-03,short,10:23,10:24,4579.25,4599.5,4538.75,11:29,4589.25,time_stop,20.25,-0.5605,-10.0,1.35,-11.35,-20.0,2.7,-22.7
2015-08-04,long,10:27,10:28,4576.25,4552.25,4624.25,10:52,4552.25,hard_stop,24.0,-1.0563,-24.0,1.35,-25.35,-48.0,2.7,-50.7
2015-08-05,long,10:25,10:26,4617.5,4582.75,4687.0,11:29,4627.0,time_stop,34.75,0.2345,9.5,1.35,8.15,19.0,2.7,16.3
2015-08-06,short,10:19,10:20,4564.25,4608.25,4476.25,11:29,4522.5,time_stop,44.0,0.9182,41.75,1.35,40.4,83.5,2.7,80.8
2015-08-07,short,10:28,10:29,4496.5,4529.0,4431.5,11:29,4489.0,time_stop,32.5,0.1892,7.5,1.35,6.15,15.0,2.7,12.3
2015-08-11,short,11:03,11:04,4531.5,4563.5,4467.5,11:29,4517.25,time_stop,32.0,0.4031,14.25,1.35,12.9,28.5,2.7,25.8
2015-08-12,short,10:14,10:15,4448.0,4480.75,4382.5,11:29,4467.0,time_stop,32.75,-0.6214,-19.0,1.35,-20.35,-38.0,2.7,-40.7
2015-08-13,short,10:15,10:16,4510.5,4544.25,4443.0,11:29,4527.25,time_stop,33.75,-0.5363,-16.75,1.35,-18.1,-33.5,2.7,-36.2
2015-08-14,short,11:16,11:17,4500.75,4524.0,4454.25,11:29,4506.25,time_stop,23.25,-0.2946,-5.5,1.35,-6.85,-11.0,2.7,-13.7
2015-08-17,long,10:07,10:08,4516.75,4503.0,4544.25,11:01,4544.25,tp1,13.75,1.92,27.5,1.1,26.4,55.0,2.2,52.8
2015-08-18,long,10:19,10:20,4558.0,4542.25,4589.5,11:29,4551.75,time_stop,15.75,-0.4825,-6.25,1.35,-7.6,-12.5,2.7,-15.2
2015-08-19,short,10:55,10:56,4498.25,4527.0,4440.75,11:29,4493.5,time_stop,28.75,0.1183,4.75,1.35,3.4,9.5,2.7,6.8
2015-08-20,short,10:02,10:03,4455.5,4482.5,4401.5,11:29,4428.75,time_stop,27.0,0.9407,26.75,1.35,25.4,53.5,2.7,50.8
2015-08-21,long,10:00,10:01,4348.75,4302.0,4442.25,10:39,4302.0,hard_stop,46.75,-1.0289,-46.75,1.35,-48.1,-93.5,2.7,-96.2
2015-08-24,long,10:04,10:05,4051.75,3908.0,4339.25,11:29,4079.0,time_stop,143.75,0.1802,27.25,1.35,25.9,54.5,2.7,51.8
2015-08-25,long,11:10,11:11,4188.0,4134.25,4295.5,11:29,4190.75,time_stop,53.75,0.026,2.75,1.35,1.4,5.5,2.7,2.8
2015-08-26,short,10:15,10:16,4091.75,4150.0,3975.25,11:29,4091.25,time_stop,58.25,-0.0146,0.5,1.35,-0.85,1.0,2.7,-1.7
2015-08-27,short,10:05,10:06,4263.0,4299.75,4189.5,10:49,4299.75,hard_stop,36.75,-1.0367,-36.75,1.35,-38.1,-73.5,2.7,-76.2
2015-08-28,short,10:06,10:07,4294.75,4324.5,4235.25,11:17,4324.5,hard_stop,29.75,-1.0454,-29.75,1.35,-31.1,-59.5,2.7,-62.2
2015-08-31,short,10:00,10:01,4282.5,4316.0,4215.5,11:29,4305.0,time_stop,33.5,-0.7119,-22.5,1.35,-23.85,-45.0,2.7,-47.7
2015-09-01,long,10:35,10:36,4224.75,4162.0,4350.25,11:29,4208.75,time_stop,62.75,-0.2765,-16.0,1.35,-17.35,-32.0,2.7,-34.7
2015-09-02,short,10:19,10:20,4179.75,4211.5,4116.25,11:29,4194.5,time_stop,31.75,-0.5071,-14.75,1.35,-16.1,-29.5,2.7,-32.2
2015-09-03,long,10:27,10:28,4288.5,4257.0,4351.5,11:29,4281.5,time_stop,31.5,-0.2651,-7.0,1.35,-8.35,-14.0,2.7,-16.7
2015-09-04,long,10:31,10:32,4208.5,4171.0,4283.5,11:29,4190.5,time_stop,37.5,-0.516,-18.0,1.35,-19.35,-36.0,2.7,-38.7
2015-09-08,short,10:40,10:41,4256.5,4291.75,4186.0,11:29,4265.5,time_stop,35.25,-0.2936,-9.0,1.35,-10.35,-18.0,2.7,-20.7
2015-09-09,short,10:04,10:05,4326.25,4352.5,4273.75,11:29,4307.75,time_stop,26.25,0.6533,18.5,1.35,17.15,37.0,2.7,34.3
2015-09-10,long,10:31,10:32,4272.75,4241.5,4335.25,11:29,4279.75,time_stop,31.25,0.1808,7.0,1.35,5.65,14.0,2.7,11.3
2015-09-16,long,11:21,11:22,4360.75,4335.5,4411.25,11:29,4363.25,time_stop,25.25,0.0455,2.5,1.35,1.15,5.0,2.7,2.3
2015-09-18,long,10:07,10:08,4339.25,4305.0,4407.75,11:29,4343.0,time_stop,34.25,0.0701,3.75,1.35,2.4,7.5,2.7,4.8
2015-09-21,long,10:20,10:21,4347.0,4326.5,4388.0,11:29,4351.5,time_stop,20.5,0.1537,4.5,1.35,3.15,9.0,2.7,6.3
2015-09-22,short,10:20,10:21,4249.0,4273.75,4199.5,11:29,4234.0,time_stop,24.75,0.5515,15.0,1.35,13.65,30.0,2.7,27.3
2015-09-23,long,10:30,10:31,4274.0,4247.25,4327.5,11:29,4262.5,time_stop,26.75,-0.4804,-11.5,1.35,-12.85,-23.0,2.7,-25.7
2015-09-24,short,10:35,10:36,4196.25,4234.0,4120.75,11:29,4191.75,time_stop,37.75,0.0834,4.5,1.35,3.15,9.0,2.7,6.3
2015-09-25,short,10:10,10:11,4275.25,4298.75,4228.25,11:29,4282.75,time_stop,23.5,-0.3766,-7.5,1.35,-8.85,-15.0,2.7,-17.7
2015-09-28,short,10:05,10:06,4153.75,4197.25,4066.75,11:29,4133.75,time_stop,43.5,0.4287,20.0,1.35,18.65,40.0,2.7,37.3
2015-09-29,long,10:05,10:06,4115.5,4072.5,4201.5,11:29,4117.25,time_stop,43.0,0.0093,1.75,1.35,0.4,3.5,2.7,0.8
2015-09-30,long,10:15,10:16,4153.75,4124.0,4213.25,11:29,4153.25,time_stop,29.75,-0.0622,-0.5,1.35,-1.85,-1.0,2.7,-3.7
2015-10-01,short,10:01,10:02,4124.25,4177.5,4017.75,11:29,4142.25,time_stop,53.25,-0.3634,-18.0,1.35,-19.35,-36.0,2.7,-38.7
2015-10-02,long,10:16,10:17,4139.75,4111.25,4196.75,11:29,4165.25,time_stop,28.5,0.8474,25.5,1.35,24.15,51.0,2.7,48.3
2015-10-06,short,10:19,10:20,4297.25,4322.25,4247.25,11:29,4292.5,time_stop,25.0,0.136,4.75,1.35,3.4,9.5,2.7,6.8
2015-10-07,short,10:40,10:41,4303.75,4332.25,4246.75,11:29,4271.75,time_stop,28.5,1.0754,32.0,1.35,30.65,64.0,2.7,61.3
2015-10-08,short,10:16,10:17,4291.25,4310.0,4253.75,11:29,4280.75,time_stop,18.75,0.488,10.5,1.35,9.15,21.0,2.7,18.3
2015-10-09,long,10:32,10:33,4356.75,4331.0,4408.25,11:29,4364.0,time_stop,25.75,0.2291,7.25,1.35,5.9,14.5,2.7,11.8
2015-10-12,short,10:23,10:24,4354.25,4375.0,4312.75,11:29,4372.75,time_stop,20.75,-0.9566,-18.5,1.35,-19.85,-37.0,2.7,-39.7
2015-10-13,long,10:02,10:03,4366.75,4342.25,4415.75,11:29,4377.25,time_stop,24.5,0.3735,10.5,1.35,9.15,21.0,2.7,18.3
2015-10-14,short,10:16,10:17,4340.5,4365.25,4291.0,11:29,4330.0,time_stop,24.75,0.3697,10.5,1.35,9.15,21.0,2.7,18.3
2015-10-15,long,10:49,10:50,4376.5,4348.0,4433.5,11:29,4370.25,time_stop,28.5,-0.2667,-6.25,1.35,-7.6,-12.5,2.7,-15.2
2015-10-16,long,11:09,11:10,4420.25,4404.5,4451.75,11:29,4416.25,time_stop,15.75,-0.3397,-4.0,1.35,-5.35,-8.0,2.7,-10.7
2015-10-19,long,10:01,10:02,4434.25,4410.75,4481.25,11:29,4443.75,time_stop,23.5,0.3468,9.5,1.35,8.15,19.0,2.7,16.3
2015-10-20,long,10:07,10:08,4450.25,4432.75,4485.25,11:11,4432.75,hard_stop,17.5,-1.0771,-17.5,1.35,-18.85,-35.0,2.7,-37.7
2015-10-21,short,10:02,10:03,4434.5,4456.5,4390.5,11:29,4438.5,time_stop,22.0,-0.2432,-4.0,1.35,-5.35,-8.0,2.7,-10.7
2015-10-22,long,10:03,10:04,4466.0,4429.0,4540.0,11:29,4473.75,time_stop,37.0,0.173,7.75,1.35,6.4,15.5,2.7,12.8
2015-10-26,long,10:40,10:41,4616.25,4598.5,4651.75,11:29,4615.25,time_stop,17.75,-0.1324,-1.0,1.35,-2.35,-2.0,2.7,-4.7
2015-10-27,long,11:04,11:05,4635.5,4607.5,4691.5,11:29,4630.5,time_stop,28.0,-0.2268,-5.0,1.35,-6.35,-10.0,2.7,-12.7
2015-10-28,short,10:19,10:20,4617.0,4642.0,4567.0,11:12,4642.0,hard_stop,25.0,-1.054,-25.0,1.35,-26.35,-50.0,2.7,-52.7
2015-10-30,short,10:11,10:12,4659.25,4672.75,4632.25,11:29,4656.75,time_stop,13.5,0.0852,2.5,1.35,1.15,5.0,2.7,2.3
2015-11-02,long,10:05,10:06,4663.75,4644.0,4703.25,11:29,4675.25,time_stop,19.75,0.5139,11.5,1.35,10.15,23.0,2.7,20.3
2016-03-07,short,10:00,10:01,4281.75,4302.75,4239.75,11:23,4302.75,hard_stop,21.0,-1.0643,-21.0,1.35,-22.35,-42.0,2.7,-44.7
2016-03-09,long,10:35,10:36,4276.5,4248.25,4333.0,11:29,4272.75,time_stop,28.25,-0.1805,-3.75,1.35,-5.1,-7.5,2.7,-10.2
2016-03-10,long,10:02,10:03,4325.25,4290.25,4395.25,10:34,4290.25,hard_stop,35.0,-1.0386,-35.0,1.35,-36.35,-70.0,2.7,-72.7
2016-03-11,short,10:07,10:08,4311.75,4331.25,4272.75,10:34,4331.25,hard_stop,19.5,-1.0692,-19.5,1.35,-20.85,-39.0,2.7,-41.7
2016-03-14,long,10:29,10:30,4349.25,4334.25,4379.25,11:29,4358.0,time_stop,15.0,0.4933,8.75,1.35,7.4,17.5,2.7,14.8
2016-03-15,short,10:04,10:05,4331.5,4350.0,4294.5,10:30,4350.0,hard_stop,18.5,-1.073,-18.5,1.35,-19.85,-37.0,2.7,-39.7
2016-03-16,long,10:08,10:09,4365.75,4346.5,4404.25,11:29,4369.25,time_stop,19.25,0.1117,3.5,1.35,2.15,7.0,2.7,4.3
2016-03-17,short,10:00,10:01,4367.5,4394.75,4313.0,11:29,4382.75,time_stop,27.25,-0.6092,-15.25,1.35,-16.6,-30.5,2.7,-33.2
2016-03-18,long,11:10,11:11,4408.25,4375.5,4473.75,11:29,4403.5,time_stop,32.75,-0.1863,-4.75,1.35,-6.1,-9.5,2.7,-12.2
2016-03-21,short,10:30,10:31,4390.25,4412.5,4345.75,11:29,4407.25,time_stop,22.25,-0.8247,-17.0,1.35,-18.35,-34.0,2.7,-36.7
2016-03-22,long,10:12,10:13,4417.5,4390.75,4471.0,11:29,4425.25,time_stop,26.75,0.2393,7.75,1.35,6.4,15.5,2.7,12.8
2016-03-23,short,10:36,10:37,4405.75,4425.25,4366.75,11:29,4400.25,time_stop,19.5,0.2128,5.5,1.35,4.15,11.0,2.7,8.3
2016-03-24,long,10:39,10:40,4385.0,4365.0,4425.0,11:29,4383.5,time_stop,20.0,-0.1425,-1.5,1.35,-2.85,-3.0,2.7,-5.7
2016-03-29,long,10:00,10:01,4388.5,4373.75,4418.0,11:29,4408.5,time_stop,14.75,1.2644,20.0,1.35,18.65,40.0,2.7,37.3
